phenotype	snp	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note	p.value	bonferroni	fdr	description	group
279.11	rs4266947_T	NA	-0.145877773029376	0.341244152290161	0.864263333018121	0.669023938884954	logistic	428636	104	428532	0.679999479332014	0.0508753347828927	2505		FALSE	FALSE	FALSE	Deficiency of humoral immunity	endocrine/metabolic
279.2	rs4266947_T	NA	NA	NA	NA	NA	NA	428532	NA	NA	NA	NA	2505	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Autoimmune disease NEC	endocrine/metabolic
279.7	rs4266947_T	NA	0.0121307259145766	0.265900183480852	1.01220460158982	0.963612050312862	logistic	428678	146	428532	0.682973677983387	0.0508773484993398	2509		FALSE	FALSE	FALSE	Other immunological findings	endocrine/metabolic
279.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	428541	9	428532	0.677549344144112	0.0508772789534724	2505	 [Error: < 15  cases or controls]	NA	NA	NA	Other specified disorders involving the immune mechanism	endocrine/metabolic
280	rs4266947_T	NA	0.0249362115115218	0.0412864816681679	1.02524971930862	0.545856901921787	logistic	423097	6080	417017	0.621742091696051	0.0508417691451369	2473		FALSE	FALSE	FALSE	Iron deficiency anemias	hematopoietic
280.1	rs4266947_T	NA	0.0280610702016373	0.0415511290086862	1.02845849067101	0.499460834867269	logistic	423002	5985	417017	0.618993086420888	0.0508437312353133	2473		FALSE	FALSE	FALSE	Iron deficiency anemias, unspecified or not due to blood loss	hematopoietic
280.2	rs4266947_T	NA	-0.234792693131445	0.308058768999755	0.790734757384958	0.445959437497246	logistic	417154	137	417017	0.509789758587181	0.0508229574689443	2439		FALSE	FALSE	FALSE	Iron deficiency anemia secondary to blood loss (chronic)	hematopoietic
281	rs4266947_T	NA	-0.361135091728653	0.282625759858225	0.696884848728703	0.20132507606918	logistic	417198	181	417017	0.529512810038594	0.0508199943432135	2442		FALSE	FALSE	FALSE	Other deficiency anemia	hematopoietic
281.1	rs4266947_T	NA	-0.354451924888844	0.294222886876612	0.701557844252098	0.228317018805283	logistic	417182	165	417017	0.52932765003958	0.0508207449027043	2440		FALSE	FALSE	FALSE	Megaloblastic anemia	hematopoietic
281.11	rs4266947_T	NA	-1.53299024178593	1.00592414952436	0.215889140433052	0.127518188359187	logistic	417061	44	417017	0.524498378774012	0.0508223017736015	2439		FALSE	FALSE	FALSE	Pernicious anemia	hematopoietic
281.12	rs4266947_T	NA	-0.588336567677068	0.717735655953044	0.555250137996595	0.41238027757719	logistic	417052	35	417017	0.525953692019832	0.0508245974123131	2439		FALSE	FALSE	FALSE	Other vitamin B12 deficiency anemia	hematopoietic
281.13	rs4266947_T	NA	0.0450756056026337	0.342647476708968	1.04610694846517	0.895339474010785	logistic	417101	84	417017	0.53043862626306	0.0508270179165238	2440		FALSE	FALSE	FALSE	Folate-deficiency anemia	hematopoietic
281.9	rs4266947_T	NA	-0.439404552697582	1.01717761873817	0.644420025029368	0.665752973244051	logistic	417033	16	417017	0.525919992695681	0.0508257140322229	2441		FALSE	FALSE	FALSE	Deficiency anemias	hematopoietic
282	rs4266947_T	NA	0.803629794624	0.353020231635421	2.23363386395137	0.0228196170028888	logistic	417060	43	417017	0.532504973898353	0.0508320145782381	2439		TRUE	FALSE	FALSE	Hereditary hemolytic anemias	hematopoietic
282.5	rs4266947_T	NA	NA	NA	NA	NA	logistic	417024	7	417017	0.526376466025391	0.050826810926949	2439	 [Error: < 15  cases or controls]	NA	NA	NA	Sickle cell anemia	hematopoietic
282.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	417027	10	417017	0.528216479660386	0.0508288432163865	2439	 [Error: < 15  cases or controls]	NA	NA	NA	Other hemoglobinopathies	hematopoietic
282.9	rs4266947_T	NA	0.707439553766681	0.471897848886873	2.02878999500946	0.133838079089951	logistic	417043	26	417017	0.529395861686118	0.0508292909843829	2439		FALSE	FALSE	FALSE	Other hereditary hemolytic anemias	hematopoietic
283	rs4266947_T	NA	-0.0450546570471795	0.324794312375243	0.955945231261576	0.889673383885319	logistic	417120	103	417017	0.530472112010035	0.0508259014192559	2441		FALSE	FALSE	FALSE	Acquired hemolytic anemias	hematopoietic
283.1	rs4266947_T	NA	0.174267970246024	0.326820847105077	1.19037450803472	0.593880116391086	logistic	417101	84	417017	0.531430204309829	0.0508282166669464	2440		FALSE	FALSE	FALSE	Autoimmune hemolytic anemias	hematopoietic
283.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	417026	9	417017	0.525277270241351	0.0508253682024622	2440	 [Error: < 15  cases or controls]	NA	NA	NA	Non-autoimmune hemolytic anemias	hematopoietic
283.21	rs4266947_T	NA	NA	NA	NA	NA	logistic	417020	3	417017	0.525581842553611	0.0508260994676514	2440	 [Error: < 15  cases or controls]	NA	NA	NA	Hemolytic-uremic syndrome	hematopoietic
284	rs4266947_T	NA	0.0647409625434053	0.201734041176906	1.06688262602504	0.748269236313506	logistic	417257	240	417017	0.53938446970989	0.0508283863422303	2442		FALSE	FALSE	FALSE	Aplastic anemia	hematopoietic
284.1	rs4266947_T	NA	NA	NA	NA	NA	NA	417017	NA	NA	NA	NA	2439	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Pancytopenia	hematopoietic
284.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	417025	8	417017	0.525328039409333	0.0508254900785325	2439	 [Error: < 15  cases or controls]	NA	NA	NA	Constitutional aplastic anemia	hematopoietic
285	rs4266947_T	NA	0.0393982640311799	0.0398368674586923	1.04018466930663	0.322668028403679	logistic	423460	6443	417017	0.612779442916862	0.0508548623246588	2474		FALSE	FALSE	FALSE	Other anemias	hematopoietic
285.1	rs4266947_T	NA	0.325311027809717	0.734746825075471	1.38446118495248	0.657944730404223	logistic	417032	15	417017	0.52696767675329	0.0508270348558384	2439		FALSE	FALSE	FALSE	Acute posthemorrhagic anemia	hematopoietic
285.2	rs4266947_T	NA	0.195773472917543	0.159336136434209	1.21625136025411	0.219190986616594	logistic	417365	348	417017	0.53014438830354	0.0508344015430139	2442		FALSE	FALSE	FALSE	Anemia of chronic disease	hematopoietic
285.21	rs4266947_T	NA	NA	NA	NA	NA	NA	417017	NA	NA	NA	NA	2439	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Anemia in chronic kidney disease	hematopoietic
285.22	rs4266947_T	NA	0.0966386235286526	0.229608880804807	1.10146225914621	0.673840045777082	logistic	417199	182	417017	0.536385809646479	0.0508282618127081	2441		FALSE	FALSE	FALSE	Anemia in neoplastic disease	hematopoietic
285.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	417029	12	417017	0.52612289822	0.050826201535145	2439	 [Error: < 15  cases or controls]	NA	NA	NA	Sideroblastic anemia	hematopoietic
285.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	417027	10	417017	0.525226498227434	0.0508252463269764	2439	 [Error: < 15  cases or controls]	NA	NA	NA	Hemoglobinuria	hematopoietic
286	rs4266947_T	NA	-0.0645585987787484	0.248968391446692	0.937481177400354	0.795400386590279	logistic	428170	181	427989	0.696389844427393	0.0508816591540743	2503		FALSE	FALSE	FALSE	Coagulation defects	hematopoietic
286.1	rs4266947_T	NA	0.149386902504024	0.326519295321365	1.1611221433788	0.64730218408342	logistic	428075	86	427989	0.694773071452712	0.0508847748642177	2503		FALSE	FALSE	FALSE	Congenital coagulation defects	hematopoietic
286.11	rs4266947_T	NA	0.0158893824606226	0.514404969748597	1.01601628996779	0.975358175099264	logistic	428028	39	427989	0.692063267382192	0.0508833534254768	2503		FALSE	FALSE	FALSE	Von willebrand's disease	hematopoietic
286.12	rs4266947_T	NA	NA	NA	NA	NA	logistic	428001	12	427989	0.690080699384668	0.0508818904628728	2502	 [Error: < 15  cases or controls]	NA	NA	NA	Congenital deficiency of other clotting factors (including factor VII)	hematopoietic
286.13	rs4266947_T	NA	0.604550198571665	0.428419701301789	1.83042869424949	0.158210204218353	logistic	428023	34	427989	0.693759229149075	0.0508862841482818	2502		FALSE	FALSE	FALSE	Congenital factor VIII disorder	hematopoietic
286.2	rs4266947_T	NA	NA	NA	NA	NA	NA	427989	NA	NA	NA	NA	2502	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Encounter for long-term (current) use of anticoagulants	hematopoietic
286.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	231616	1	231615	0.480584129073373	0.0506808683337939	1350	 [Error: < 15  cases or controls]	NA	NA	NA	Coagulation defects complicating pregnancy or postpartum	hematopoietic
286.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	427994	5	427989	0.691106236547883	0.0508838908956668	2502	 [Error: < 15  cases or controls]	NA	NA	NA	Acquired coagulation factor deficiency	hematopoietic
286.5	rs4266947_T	NA	0.11083914653301	0.594933008287413	1.11721518446457	0.852205385773376	logistic	428016	27	427989	0.691770082853558	0.0508836118275952	2502		FALSE	FALSE	FALSE	Hemorrhagic disorder due to intrinsic circulating anticoagulants	hematopoietic
286.6	rs4266947_T	NA	NA	NA	NA	NA	logistic	427991	2	427989	0.69046596090369	0.0508830793170884	2502	 [Error: < 15  cases or controls]	NA	NA	NA	Defibrination syndrome	hematopoietic
286.7	rs4266947_T	NA	-0.680375410508401	0.585866459494043	0.506426838717993	0.245513888878476	logistic	428047	58	427989	0.690578165361094	0.0508799267370172	2502		FALSE	FALSE	FALSE	Other and unspecified coagulation defects	hematopoietic
286.8	rs4266947_T	NA	NA	NA	NA	NA	logistic	427996	7	427989	0.691029314382106	0.0508836531182534	2502	 [Error: < 15  cases or controls]	NA	NA	NA	Hypercoagulable state	hematopoietic
286.81	rs4266947_T	NA	NA	NA	NA	NA	logistic	427996	7	427989	0.691029314382106	0.0508836531182534	2502	 [Error: < 15  cases or controls]	NA	NA	NA	Primary hypercoagulable state	hematopoietic
286.9	rs4266947_T	NA	NA	NA	NA	NA	NA	427989	NA	NA	NA	NA	2502	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Abnormal coagulation profile	hematopoietic
287	rs4266947_T	NA	-0.158991759326939	0.13680960017228	0.853003388262211	0.245179045329683	logistic	428631	642	427989	0.677873652736732	0.0508724287324062	2507		FALSE	FALSE	FALSE	Purpura and other hemorrhagic conditions	hematopoietic
287.1	rs4266947_T	NA	0.340836783066547	0.392322069867293	1.40612371893029	0.38497414653705	logistic	428039	50	427989	0.693898243986092	0.0508855501484678	2503		FALSE	FALSE	FALSE	Spontaneous ecchymoses	hematopoietic
287.2	rs4266947_T	NA	-0.671425369506498	0.717560773316259	0.510979723550253	0.349424976335801	logistic	428026	37	427989	0.690630580839529	0.0508812548770402	2502		FALSE	FALSE	FALSE	Allergic purpura	hematopoietic
287.3	rs4266947_T	NA	-0.111687640672076	0.140750510425505	0.894323564183518	0.42747783599601	logistic	428571	582	427989	0.677916173158327	0.0508760508760509	2507		FALSE	FALSE	FALSE	Thrombocytopenia	hematopoietic
287.31	rs4266947_T	NA	-0.147057231445742	0.208958218295203	0.863244571267697	0.481579875913925	logistic	428262	273	427989	0.683054599070823	0.0508789012333572	2505		FALSE	FALSE	FALSE	Primary thrombocytopenia	hematopoietic
287.32	rs4266947_T	NA	-0.346755784088305	0.719388253576268	0.70697796244453	0.629795433731601	logistic	428017	28	427989	0.690976903553027	0.0508823247674742	2502		FALSE	FALSE	FALSE	Secondary thrombocytopenia	hematopoietic
287.4	rs4266947_T	NA	NA	NA	NA	NA	logistic	427991	2	427989	0.69046596090369	0.0508830793170884	2502	 [Error: < 15  cases or controls]	NA	NA	NA	Qualitative platelet defects	hematopoietic
288	rs4266947_T	NA	-0.33283232584328	0.307514567070364	0.716890388069991	0.279105798174573	logistic	425291	150	425141	0.687353804456187	0.0508522399956736	2486		FALSE	FALSE	FALSE	Diseases of white blood cells	hematopoietic
288.1	rs4266947_T	NA	0.0572283455615246	0.0835998177004934	1.05889757735314	0.493627245445936	logistic	426558	1417	425141	0.699921569966775	0.0508664706792511	2494		FALSE	FALSE	FALSE	Decreased white blood cell count	hematopoietic
288.11	rs4266947_T	NA	0.0572283455615246	0.0835998177004934	1.05889757735314	0.493627245445936	logistic	426558	1417	425141	0.699921569966775	0.0508664706792511	2494		FALSE	FALSE	FALSE	Neutropenia	hematopoietic
288.2	rs4266947_T	NA	NA	NA	NA	NA	NA	425141	NA	NA	NA	NA	2483	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Elevated white blood cell count	hematopoietic
288.3	rs4266947_T	NA	0.323230085932387	0.519612121430325	1.38158319719635	0.533902200992597	logistic	425170	29	425141	0.6867105481659	0.0508584801373568	2483		FALSE	FALSE	FALSE	Eosinophilia	hematopoietic
289	rs4266947_T	NA	0.0397573852312086	0.149944840144575	1.04055828875664	0.790896423730576	logistic	425593	452	425141	0.687882873818901	0.0508584492696074	2486		FALSE	FALSE	FALSE	Other diseases of blood and blood-forming organs	hematopoietic
289.1	rs4266947_T	NA	0.175553069439988	0.389657259589797	1.19190524071652	0.652326876638432	logistic	425201	60	425141	0.687796986018424	0.0508582999569615	2484		FALSE	FALSE	FALSE	Myelofibrosis	hematopoietic
289.3	rs4266947_T	NA	NA	NA	NA	NA	NA	425141	NA	NA	NA	NA	2483	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Personal history of diseases of blood and blood-forming organs	hematopoietic
289.4	rs4266947_T	NA	0.0568438500714892	0.0805003424218854	1.05849051427221	0.480106190121819	logistic	426666	1525	425141	0.658638015945006	0.050867657605715	2489		FALSE	FALSE	FALSE	Lymphadenitis	hematopoietic
289.5	rs4266947_T	NA	-0.28809794622695	0.510634390563908	0.749688159516257	0.572620662332538	logistic	425193	52	425141	0.685814365408327	0.0508557290453982	2483		FALSE	FALSE	FALSE	Diseases of spleen	hematopoietic
289.8	rs4266947_T	NA	0.0927634387771792	0.202134913035473	1.09720214908321	0.646292736913495	logistic	424708	232	424476	0.683215668692281	0.0508572948943745	2482		FALSE	FALSE	FALSE	Polycythemia, secondary	hematopoietic
289.9	rs4266947_T	NA	-0.198084015113777	0.5115136034271	0.820300932566506	0.698570598864596	logistic	425188	47	425141	0.686009326425384	0.0508563270835489	2483		FALSE	FALSE	FALSE	Abnormality of red blood cells	hematopoietic
290	rs4266947_T	NA	-0.10433933183724	0.160099017393985	0.900919534865683	0.514583429240451	logistic	427213	444	426769	0.714298800731756	0.0508739200352049	2493		FALSE	FALSE	FALSE	Delirium dementia and amnestic and other cognitive disorders	mental disorders
290.1	rs4266947_T	NA	-0.212492450301065	0.223118229214477	0.808566420731454	0.340906318377195	logistic	427022	253	426769	0.721175799926375	0.0508732571155584	2490		FALSE	FALSE	FALSE	Dementias	mental disorders
290.11	rs4266947_T	NA	-0.776484563346002	0.382915336283921	0.460020344480253	0.0425783061008294	logistic	426913	144	426769	0.715172265815633	0.0508698493604083	2489		TRUE	FALSE	FALSE	Alzheimer's disease	mental disorders
290.12	rs4266947_T	NA	-0.91854348891731	1.01077416945148	0.399099911403856	0.363480818547543	logistic	426793	24	426769	0.715250910688519	0.0508771231018316	2488		FALSE	FALSE	FALSE	Dementia with cerebral degenerations	mental disorders
290.13	rs4266947_T	NA	0.328536283025895	0.287396751731792	1.38893363412889	0.252978215255885	logistic	426864	95	426769	0.721207876538675	0.0508827167435061	2489		FALSE	FALSE	FALSE	Senile dementia	mental disorders
290.16	rs4266947_T	NA	NA	NA	NA	NA	NA	426769	NA	NA	NA	NA	2488	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Vascular dementia	mental disorders
290.2	rs4266947_T	NA	NA	NA	NA	NA	NA	426769	NA	NA	NA	NA	2488	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Delirium due to conditions classified elsewhere	mental disorders
290.3	rs4266947_T	NA	NA	NA	NA	NA	logistic	426776	7	426769	0.716583962038632	0.0508803212926688	2488	 [Error: < 15  cases or controls]	NA	NA	NA	Other persistent mental disorders due to conditions classified elsewhere	mental disorders
291	rs4266947_T	NA	-0.0229456628342636	0.256650751263434	0.977315586889549	0.928760661762374	logistic	426928	159	426769	0.721025101666356	0.0508786024809804	2490		FALSE	FALSE	FALSE	Other specified nonpsychotic and/or transient mental disorders	mental disorders
291.1	rs4266947_T	NA	NA	NA	NA	NA	NA	426769	NA	NA	NA	NA	2488	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Transient mental disorders due to conditions classified elsewhere	mental disorders
291.4	rs4266947_T	NA	-0.513821064630089	1.0174279576222	0.598205424595635	0.613545066649374	logistic	426785	16	426769	0.715542341214191	0.0508780767833921	2488		FALSE	FALSE	FALSE	Specific nonpsychotic mental disorders due to brain damage	mental disorders
291.8	rs4266947_T	NA	0.0205479028688483	0.265301403644956	1.0207604644267	0.938264638959802	logistic	426912	143	426769	0.72089437437243	0.0508793381305749	2490		FALSE	FALSE	FALSE	Alteration of consciousness	mental disorders
292	rs4266947_T	NA	-0.0386182036272926	0.0833926089886628	0.962117972183954	0.643300542328405	logistic	428314	1545	426769	0.681016867093378	0.0508727242163459	2504		FALSE	FALSE	FALSE	Neurological disorders	mental disorders
292.1	rs4266947_T	NA	-0.0787491404504935	0.197238854039771	0.924271757761844	0.689703297255979	logistic	427055	286	426769	0.710007049330576	0.0508763508213228	2493		FALSE	FALSE	FALSE	Aphasia/speech disturbance	mental disorders
292.11	rs4266947_T	NA	NA	NA	NA	NA	NA	426769	NA	NA	NA	NA	2488	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Aphasia	mental disorders
292.12	rs4266947_T	NA	NA	NA	NA	NA	logistic	426771	2	426769	0.715336955974144	0.0508785742236469	2488	 [Error: < 15  cases or controls]	NA	NA	NA	Symbolic dysfunction	mental disorders
292.2	rs4266947_T	NA	NA	NA	NA	NA	NA	426769	NA	NA	NA	NA	2488	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Mild cognitive impairment	mental disorders
292.3	rs4266947_T	NA	-0.234524998597284	0.222864756974656	0.790946461092179	0.292652846088601	logistic	427028	259	426769	0.720960306821135	0.0508725423157264	2489		FALSE	FALSE	FALSE	Memory loss	mental disorders
292.4	rs4266947_T	NA	-0.00727857643794576	0.102827813355233	0.992747848249299	0.943569569300486	logistic	427754	985	426769	0.678258683033064	0.050878542339756	2499		FALSE	FALSE	FALSE	Altered mental status	mental disorders
292.5	rs4266947_T	NA	NA	NA	NA	NA	NA	426769	NA	NA	NA	NA	2488	 [Error: non-varying phenotype or genotype]	NA	NA	NA	Transient alteration of awareness	mental disorders
292.6	rs4266947_T	NA	0.022634882260653	0.513544480412836	1.02289299497957	0.964843985240496	logistic	426807	38	426769	0.716884477274732	0.0508789687141963	2488		FALSE	FALSE	FALSE	Hallucinations	mental disorders
293	rs4266947_T	NA	-0.135825830194374	0.0849043673857274	0.872994668560024	0.109653875939184	logistic	428127	1621	426506	0.685964217780877	0.0508680835359601	2505		FALSE	FALSE	FALSE	Symptoms involving head and neck	mental disorders
293.1	rs4266947_T	NA	0.053542459932505	0.115867930393648	1.05500178612123	0.64401029531348	logistic	427242	736	426506	0.684425646404018	0.0508950430903329	2501		FALSE	FALSE	FALSE	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	mental disorders
295	rs4266947_T	NA	-0.176578224171752	0.173038526226117	0.838133214314333	0.307512186832109	logistic	425357	405	424952	0.690175993520412	0.0508760876158145	2486		FALSE	FALSE	FALSE	Schizophrenia and other psychotic disorders	mental disorders
295.1	rs4266947_T	NA	-0.354687448350786	0.208209106820259	0.701392630376503	0.0884716329752801	logistic	425281	329	424952	0.684731845483911	0.0508722468203376	2486		FALSE	FALSE	FALSE	Schizophrenia	mental disorders
295.2	rs4266947_T	NA	NA	NA	NA	NA	logistic	424953	1	424952	0.679092001373233	0.0508832741503178	2484	 [Error: < 15  cases or controls]	NA	NA	NA	Paranoid disorders	mental disorders
295.3	rs4266947_T	NA	0.135387517058925	0.310742715334584	1.14498039782816	0.663061607427338	logistic	425047	95	424952	0.683897650445552	0.0508849609572588	2484		FALSE	FALSE	FALSE	Psychosis	mental disorders
296	rs4266947_T	NA	-0.0922401019326321	0.0781128369121214	0.911886177624764	0.237659476466233	logistic	426820	1868	424952	0.707759991764213	0.0508633616044234	2498		FALSE	FALSE	FALSE	Mood disorders	mental disorders
296.1	rs4266947_T	NA	-0.0707509279654811	0.154691182909995	0.931693922131034	0.647405952236484	logistic	425418	466	424952	0.679403225775338	0.0508793704074581	2487		FALSE	FALSE	FALSE	Bipolar	mental disorders
